category,subcategory,file_name,file_extension,size_bytes,size_kb,size_mb,date_archived,relative_path,full_path
music-analysis,Recycled_Symphony2_(Remastered),Recycled_Symphony2_(Remastered)_analysis_1_1.txt,.txt,2562,2.5,0.0024,2025-01-30,music-analysis/Recycled_Symphony2_(Remastered)/Recycled_Symphony2_(Remastered)_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Recycled_Symphony2_(Remastered)/Recycled_Symphony2_(Remastered)_analysis_1_1.txt
music-analysis,Sammy's Serenade (Remastered x2)2,Sammy's Serenade (Remastered x2)2_analysis.txt,.txt,3393,3.31,0.0032,2025-06-02,music-analysis/Sammy's Serenade (Remastered x2)2/Sammy's Serenade (Remastered x2)2_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammy's Serenade (Remastered x2)2/Sammy's Serenade (Remastered x2)2_analysis.txt
music-analysis,Sammys_Serenade_(Remastered),Sammys_Serenade_(Remastered)_analysis.txt,.txt,2710,2.65,0.0026,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis.txt
music-analysis,Sammys_Serenade_(Remastered),Sammys_Serenade_(Remastered)_analysis.txt,.txt,2944,2.88,0.0028,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis.txt
music-analysis,Sammys_Serenade_(Remastered),Sammys_Serenade_(Remastered)_analysis_1_1.txt,.txt,2710,2.65,0.0026,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)/Sammys_Serenade_(Remastered)_analysis_1_1.txt
music-analysis,Sammys_Serenade_(Remastered)2,Sammys_Serenade_(Remastered)2_analysis.txt,.txt,3027,2.96,0.0029,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis.txt
music-analysis,Sammys_Serenade_(Remastered)2,Sammys_Serenade_(Remastered)2_analysis.txt,.txt,3027,2.96,0.0029,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis.txt
music-analysis,Sammys_Serenade_(Remastered)2,Sammys_Serenade_(Remastered)2_analysis2_1_1.txt,.txt,2753,2.69,0.0026,2025-01-30,music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Sammys_Serenade_(Remastered)2/Sammys_Serenade_(Remastered)2_analysis2_1_1.txt
music-analysis,Shadows on the Horizon,Shadows on the Horizon_analysis.txt,.txt,3509,3.43,0.0033,2025-05-31,music-analysis/Shadows on the Horizon/Shadows on the Horizon_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Shadows on the Horizon/Shadows on the Horizon_analysis.txt
music-analysis,Shadows on the Horizon (1),Shadows on the Horizon (1)_analysis.txt,.txt,3024,2.95,0.0029,2025-05-31,music-analysis/Shadows on the Horizon (1)/Shadows on the Horizon (1)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Shadows on the Horizon (1)/Shadows on the Horizon (1)_analysis.txt
music-analysis,"Stacie, the Wind Don’t Ask Why319","Stacie, the Wind Don’t Ask Why319_analysis.txt",.txt,3406,3.33,0.0032,2025-06-02,"music-analysis/Stacie, the Wind Don’t Ask Why319/Stacie, the Wind Don’t Ask Why319_analysis.txt","03_ARCHIVES/intelligent-declutter/music-analysis/Stacie, the Wind Don’t Ask Why319/Stacie, the Wind Don’t Ask Why319_analysis.txt"
music-analysis,The_Alley_King_(Remastered)1,The_Alley_King_(Remastered)1_analysis.txt,.txt,3224,3.15,0.0031,2025-01-30,music-analysis/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1_analysis.txt
music-analysis,The_Alley_King_(Remastered)1,The_Alley_King_(Remastered)1_analysis2_1_1.txt,.txt,2944,2.88,0.0028,2025-01-30,music-analysis/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1_analysis2_1_1.txt
music-analysis,The_Sound_of_Ancestors_(Remastered)1,The_Sound_of_Ancestors_(Remastered)1_analysis.txt,.txt,2899,2.83,0.0028,2025-01-30,music-analysis/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1_analysis.txt
music-analysis,The_Sound_of_Ancestors_(Remastered)1,The_Sound_of_Ancestors_(Remastered)1_analysis_1_1.txt,.txt,3245,3.17,0.0031,2025-01-30,music-analysis/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/The_Sound_of_Ancestors_(Remastered)1/The_Sound_of_Ancestors_(Remastered)1_analysis_1_1.txt
music-analysis,Willow Tree (Remix)-059,Willow Tree (Remix)-059_analysis.txt,.txt,3471,3.39,0.0033,2025-06-02,music-analysis/Willow Tree (Remix)-059/Willow Tree (Remix)-059_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-059/Willow Tree (Remix)-059_analysis.txt
music-analysis,Willow Tree (Remix)-103,Willow Tree (Remix)-103_analysis.txt,.txt,3288,3.21,0.0031,2025-06-02,music-analysis/Willow Tree (Remix)-103/Willow Tree (Remix)-103_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-103/Willow Tree (Remix)-103_analysis.txt
music-analysis,Willow Tree (Remix)-127,Willow Tree (Remix)-127_analysis.txt,.txt,3104,3.03,0.003,2025-06-02,music-analysis/Willow Tree (Remix)-127/Willow Tree (Remix)-127_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-127/Willow Tree (Remix)-127_analysis.txt
music-analysis,Willow Tree (Remix)-142,Willow Tree (Remix)-142_analysis.txt,.txt,3730,3.64,0.0036,2025-06-02,music-analysis/Willow Tree (Remix)-142/Willow Tree (Remix)-142_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-142/Willow Tree (Remix)-142_analysis.txt
music-analysis,Willow Tree (Remix)-142 (1),Willow Tree (Remix)-142 (1)_analysis.txt,.txt,3240,3.16,0.0031,2025-06-02,music-analysis/Willow Tree (Remix)-142 (1)/Willow Tree (Remix)-142 (1)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-142 (1)/Willow Tree (Remix)-142 (1)_analysis.txt
music-analysis,Willow Tree (Remix)-154,Willow Tree (Remix)-154_analysis.txt,.txt,3100,3.03,0.003,2025-06-02,music-analysis/Willow Tree (Remix)-154/Willow Tree (Remix)-154_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-154/Willow Tree (Remix)-154_analysis.txt
music-analysis,Willow Tree (Remix)-206,Willow Tree (Remix)-206_analysis.txt,.txt,3118,3.04,0.003,2025-06-02,music-analysis/Willow Tree (Remix)-206/Willow Tree (Remix)-206_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree (Remix)-206/Willow Tree (Remix)-206_analysis.txt
music-analysis,Willow Tree341,Willow Tree341_analysis.txt,.txt,3244,3.17,0.0031,2025-06-02,music-analysis/Willow Tree341/Willow Tree341_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow Tree341/Willow Tree341_analysis.txt
music-analysis,Willow_whispers-322,Willow_whispers-322_analysis.txt,.txt,3035,2.96,0.0029,2025-01-30,music-analysis/Willow_whispers-322/Willow_whispers-322_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-322/Willow_whispers-322_analysis.txt
music-analysis,Willow_whispers-322,Willow_whispers-322_analysis2_1_1.txt,.txt,3653,3.57,0.0035,2025-04-04,music-analysis/Willow_whispers-322/Willow_whispers-322_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-322/Willow_whispers-322_analysis2_1_1.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt,.txt,3186,3.11,0.003,2025-06-02,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt,.txt,3473,3.39,0.0033,2025-06-02,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill (Remastered x2)_analysis.txt,.txt,3944,3.85,0.0038,2025-06-02,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered x2)_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt,.txt,3147,3.07,0.003,2025-06-02,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill (Remastered)_analysis.txt,.txt,3275,3.2,0.0031,2025-06-02,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill (Remastered)_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill_analysis-1_2_1_1.txt,.txt,2103,2.05,0.002,2025-01-30,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis-1_2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis-1_2_1_1.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill_analysis.txt,.txt,1120,1.09,0.0011,2025-01-04,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill_analysis.txt,.txt,2103,2.05,0.002,2025-01-30,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill_analysis2_1_1.txt,.txt,1120,1.09,0.0011,2025-01-04,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis2_1_1.txt
music-analysis,Willow_whispers-feelers-chill,Willow_whispers-feelers-chill_analysis_1_1.txt,.txt,2201,2.15,0.0021,2025-01-30,music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill/Willow_whispers-feelers-chill_analysis_1_1.txt
music-analysis,Willow_whispers-feelers-chill (Remastered x2),Willow_whispers-feelers-chill (Remastered x2)_analysis.txt,.txt,3944,3.85,0.0038,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered x2)/Willow_whispers-feelers-chill (Remastered x2)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered x2)/Willow_whispers-feelers-chill (Remastered x2)_analysis.txt
music-analysis,Willow_whispers-feelers-chill (Remastered x2) (1),Willow_whispers-feelers-chill (Remastered x2) (1)_analysis.txt,.txt,3572,3.49,0.0034,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered x2) (1)/Willow_whispers-feelers-chill (Remastered x2) (1)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered x2) (1)/Willow_whispers-feelers-chill (Remastered x2) (1)_analysis.txt
music-analysis,Willow_whispers-feelers-chill (Remastered x2) (2),Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt,.txt,3186,3.11,0.003,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered x2) (2)/Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered x2) (2)/Willow_whispers-feelers-chill (Remastered x2) (2)_analysis.txt
music-analysis,Willow_whispers-feelers-chill (Remastered x2) (3),Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt,.txt,3473,3.39,0.0033,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered x2) (3)/Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered x2) (3)/Willow_whispers-feelers-chill (Remastered x2) (3)_analysis.txt
music-analysis,Willow_whispers-feelers-chill (Remastered),Willow_whispers-feelers-chill (Remastered)_analysis.txt,.txt,3275,3.2,0.0031,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered)/Willow_whispers-feelers-chill (Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered)/Willow_whispers-feelers-chill (Remastered)_analysis.txt
music-analysis,Willow_whispers-feelers-chill (Remastered) (1),Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt,.txt,3147,3.07,0.003,2025-06-02,music-analysis/Willow_whispers-feelers-chill (Remastered) (1)/Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill (Remastered) (1)/Willow_whispers-feelers-chill (Remastered) (1)_analysis.txt
music-analysis,Willow_whispers-feelers-chill-lady,Willow_whispers-feelers-chill-lady_analysis.txt,.txt,2716,2.65,0.0026,2025-01-30,music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis.txt
music-analysis,Willow_whispers-feelers-chill-lady,Willow_whispers-feelers-chill-lady_analysis.txt,.txt,3041,2.97,0.0029,2025-01-30,music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis.txt
music-analysis,Willow_whispers-feelers-chill-lady,Willow_whispers-feelers-chill-lady_analysis_1_1.txt,.txt,2716,2.65,0.0026,2025-01-30,music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feelers-chill-lady/Willow_whispers-feelers-chill-lady_analysis_1_1.txt
music-analysis,Willow_whispers-feels,Willow_whispers-feels_analysis.txt,.txt,2310,2.26,0.0022,2025-01-30,music-analysis/Willow_whispers-feels/Willow_whispers-feels_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feels/Willow_whispers-feels_analysis.txt
music-analysis,Willow_whispers-feels,Willow_whispers-feels_analysis.txt,.txt,2688,2.62,0.0026,2025-01-30,music-analysis/Willow_whispers-feels/Willow_whispers-feels/Willow_whispers-feels_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feels/Willow_whispers-feels/Willow_whispers-feels_analysis.txt
music-analysis,Willow_whispers-feels,Willow_whispers-feels_analysis_1_1.txt,.txt,2310,2.26,0.0022,2025-01-30,music-analysis/Willow_whispers-feels/Willow_whispers-feels_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-feels/Willow_whispers-feels_analysis_1_1.txt
music-analysis,Willow_whispers-folk-355,Willow_whispers-folk-355_analysis.txt,.txt,2165,2.11,0.0021,2025-01-30,music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis.txt
music-analysis,Willow_whispers-folk-355,Willow_whispers-folk-355_analysis.txt,.txt,3149,3.08,0.003,2025-01-30,music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis.txt
music-analysis,Willow_whispers-folk-355,Willow_whispers-folk-355_analysis_1_1.txt,.txt,2165,2.11,0.0021,2025-01-30,music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-folk-355/Willow_whispers-folk-355_analysis_1_1.txt
music-analysis,Willow_whispers-indie-folk-feelers,Willow_whispers-indie-folk-feelers_analysis.txt,.txt,2457,2.4,0.0023,2025-01-30,music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis.txt
music-analysis,Willow_whispers-indie-folk-feelers,Willow_whispers-indie-folk-feelers_analysis.txt,.txt,2633,2.57,0.0025,2025-01-30,music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis.txt
music-analysis,Willow_whispers-indie-folk-feelers,Willow_whispers-indie-folk-feelers_analysis_1_1.txt,.txt,2457,2.4,0.0023,2025-01-30,music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-indie-folk-feelers/Willow_whispers-indie-folk-feelers_analysis_1_1.txt
music-analysis,Willow_whispers-og,Willow_whispers-og_analysis.txt,.txt,2661,2.6,0.0025,2025-01-30,music-analysis/Willow_whispers-og/Willow_whispers-og_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-og/Willow_whispers-og_analysis.txt
music-analysis,Willow_whispers-og,Willow_whispers-og_analysis.txt,.txt,2637,2.58,0.0025,2025-01-30,music-analysis/Willow_whispers-og/Willow_whispers-og/Willow_whispers-og_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-og/Willow_whispers-og/Willow_whispers-og_analysis.txt
music-analysis,Willow_whispers-og,Willow_whispers-og_analysis_1_1.txt,.txt,2661,2.6,0.0025,2025-01-30,music-analysis/Willow_whispers-og/Willow_whispers-og_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-og/Willow_whispers-og_analysis_1_1.txt
music-analysis,Willow_whispers-v4-og,Willow_whispers-v4-og_analysis.txt,.txt,2539,2.48,0.0024,2025-01-30,music-analysis/Willow_whispers-v4-og/Willow_whispers-v4-og/Willow_whispers-v4-og_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-v4-og/Willow_whispers-v4-og/Willow_whispers-v4-og_analysis.txt
music-analysis,Willow_whispers-v4-og,Willow_whispers-v4-og_analysis_1_1.txt,.txt,2194,2.14,0.0021,2025-01-30,music-analysis/Willow_whispers-v4-og/Willow_whispers-v4-og_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Willow_whispers-v4-og/Willow_whispers-v4-og_analysis_1_1.txt
music-analysis,Witches_Road_(Remastered),Witches_Road_(Remastered)_analysis.txt,.txt,2033,1.99,0.0019,2025-01-30,music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis.txt
music-analysis,Witches_Road_(Remastered),Witches_Road_(Remastered)_analysis.txt,.txt,2843,2.78,0.0027,2025-01-30,music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis.txt
music-analysis,Witches_Road_(Remastered),Witches_Road_(Remastered)_analysis_1_1.txt,.txt,2033,1.99,0.0019,2025-01-30,music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/Witches_Road_(Remastered)/Witches_Road_(Remastered)_analysis_1_1.txt
music-analysis,bite in the night152,bite in the night152_analysis.txt,.txt,3037,2.97,0.0029,2025-06-02,music-analysis/bite in the night152/bite in the night152_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night152/bite in the night152_analysis.txt
music-analysis,bite in the night229 ,bite in the night229 _analysis.txt,.txt,3125,3.05,0.003,2025-06-02,music-analysis/bite in the night229 /bite in the night229 _analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night229 /bite in the night229 _analysis.txt
music-analysis,bite in the night247,bite in the night247_analysis.txt,.txt,3462,3.38,0.0033,2025-06-02,music-analysis/bite in the night247/bite in the night247_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night247/bite in the night247_analysis.txt
music-analysis,bite in the night258,bite in the night258_analysis.txt,.txt,3324,3.25,0.0032,2025-06-02,music-analysis/bite in the night258/bite in the night258_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night258/bite in the night258_analysis.txt
music-analysis,bite in the night314,bite in the night314_analysis.txt,.txt,3234,3.16,0.0031,2025-06-02,music-analysis/bite in the night314/bite in the night314_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night314/bite in the night314_analysis.txt
music-analysis,bite in the night317,bite in the night317_analysis.txt,.txt,2880,2.81,0.0027,2025-06-02,music-analysis/bite in the night317/bite in the night317_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night317/bite in the night317_analysis.txt
music-analysis,bite in the night319,bite in the night319_analysis.txt,.txt,3579,3.5,0.0034,2025-06-02,music-analysis/bite in the night319/bite in the night319_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night319/bite in the night319_analysis.txt
music-analysis,bite in the night323 ,bite in the night323 _analysis.txt,.txt,3117,3.04,0.003,2025-06-02,music-analysis/bite in the night323 /bite in the night323 _analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night323 /bite in the night323 _analysis.txt
music-analysis,bite in the night338,bite in the night338_analysis.txt,.txt,3626,3.54,0.0035,2025-06-02,music-analysis/bite in the night338/bite in the night338_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/bite in the night338/bite in the night338_analysis.txt
music-analysis,echoes-of-yesterday-remastered,echoes-of-yesterday-remastered_analysis.txt,.txt,3465,3.38,0.0033,2025-01-30,music-analysis/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered_analysis.txt
music-analysis,echoes-of-yesterday-remastered,echoes-of-yesterday-remastered_analysis2_1_1.txt,.txt,2710,2.65,0.0026,2025-01-30,music-analysis/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered_analysis2_1_1.txt
music-analysis,echoes_of_moonlight_song_lyrics,echoes_of_moonlight_song_lyrics_analysis.txt,.txt,2787,2.72,0.0027,2025-01-30,music-analysis/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics_analysis.txt
music-analysis,echoes_of_moonlight_song_lyrics,echoes_of_moonlight_song_lyrics_analysis2_1_1.txt,.txt,2331,2.28,0.0022,2025-01-30,music-analysis/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics_analysis2_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes_of_moonlight_song_lyrics/echoes_of_moonlight_song_lyrics_analysis2_1_1.txt
music-analysis,echoes_of_yesterday_remastered,echoes_of_yesterday_remastered_analysis.txt,.txt,2808,2.74,0.0027,2025-01-30,music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis.txt
music-analysis,echoes_of_yesterday_remastered,echoes_of_yesterday_remastered_analysis.txt,.txt,2636,2.57,0.0025,2025-01-30,music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis.txt
music-analysis,echoes_of_yesterday_remastered,echoes_of_yesterday_remastered_analysis_1_1.txt,.txt,2808,2.74,0.0027,2025-01-30,music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis_1_1.txt,03_ARCHIVES/intelligent-declutter/music-analysis/echoes_of_yesterday_remastered/echoes_of_yesterday_remastered_analysis_1_1.txt
