filepath,filename,extension,size_kb,size_mb,album,artist,last_modified,type,format
Music/nocTurneMeLoDieS/media/audio/iBecame_Etherial_Duo_Ritual0516.mp3,iBecame_Etherial_Duo_Ritual0516.mp3,.mp3,6667.37,6.51,Unknown,iBecame_Etherial_Duo_Ritual0516.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/The_Spirits_Are_Near0254.mp3,The_Spirits_Are_Near0254.mp3,.mp3,4126.3,4.03,Unknown,The_Spirits_Are_Near0254.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/stormchild314.mp3,stormchild314.mp3,.mp3,4336.26,4.23,Unknown,stormchild314.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Summer_Love320000.mp3,Summer_Love320000.mp3,.mp3,4351.23,4.25,Unknown,Summer_Love320000.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/WorkShop_Worries_3590359.mp3,WorkShop_Worries_3590359.mp3,.mp3,5535.77,5.41,Unknown,WorkShop_Worries_3590359.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Super Crooks OP ｜ ALPHA - TOWA TEI with Taprikk Sweezee ｜ Netflix Anime [6Sby8-UDIa4].mp3,Super Crooks OP ｜ ALPHA - TOWA TEI with Taprikk Sweezee ｜ Netflix Anime [6Sby8-UDIa4].mp3,.mp3,4322.37,4.22,Unknown,Super Crooks OP ｜ ALPHA - TOWA TEI with Taprikk Sweezee ｜ Netflix Anime [6Sby8-UDIa4].mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heartbeats_in_the_Dark_Remastered0311.mp3,Heartbeats_in_the_Dark_Remastered0311.mp3,.mp3,4483.88,4.38,Unknown,Heartbeats_in_the_Dark_Remastered0311.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Journey_Journey_Through_the_Desert141.mp3,Journey_Journey_Through_the_Desert141.mp3,.mp3,2390.76,2.33,Unknown,Journey_Journey_Through_the_Desert141.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Grabage_Grove208.mp3,Grabage_Grove208.mp3,.mp3,5030.76,4.91,Unknown,Grabage_Grove208.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Chamber_of_Silence13.mp3,Chamber_of_Silence13.mp3,.mp3,263.95,0.26,Unknown,Chamber_of_Silence13.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/HeavenlyHands_jingle44_3044.mp3,HeavenlyHands_jingle44_3044.mp3,.mp3,997.47,0.97,Unknown,HeavenlyHands_jingle44_3044.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs_Encore0339.mp3,No_More_Love_Songs_Encore0339.mp3,.mp3,5149.91,5.03,Unknown,No_More_Love_Songs_Encore0339.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/bite_in_the_night2580258.mp3,bite_in_the_night2580258.mp3,.mp3,4324.12,4.22,Unknown,bite_in_the_night2580258.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/sammy_Midnight_Reckoning_by_DarkSoundEffect3495___Suno_Remix0248.mp3,sammy_Midnight_Reckoning_by_DarkSoundEffect3495___Suno_Remix0248.mp3,.mp3,4051.07,3.96,Unknown,sammy_Midnight_Reckoning_by_DarkSoundEffect3495___Suno_Remix0248.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity251.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity251.mp3,.mp3,4375.63,4.27,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity251.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Dance_Like_Nobody's_Watching219.mp3,Dance_Like_Nobody's_Watching219.mp3,.mp3,3267.09,3.19,Unknown,Dance_Like_Nobody's_Watching219.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/bite_in_the_night3170317.mp3,bite_in_the_night3170317.mp3,.mp3,4734.16,4.62,Unknown,bite_in_the_night3170317.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Summer LoveremixdMal.mp3,Summer LoveremixdMal.mp3,.mp3,1371.59,1.34,Unknown,Summer LoveremixdMal.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs_Remastered0142.mp3,No_More_Love_Songs_Remastered0142.mp3,.mp3,2413.49,2.36,Unknown,No_More_Love_Songs_Remastered0142.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Junkyard_Symphony_Scraps0311.mp3,Junkyard_Symphony_Scraps0311.mp3,.mp3,4491.57,4.39,Junkyard_Symphony_Scraps0311.mp3,Junkyard_Symphony_Scraps0311.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Petals Fall.mp3,Petals Fall.mp3,.mp3,4320.21,4.22,Unknown,Petals Fall.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/golden_roots2401.mp3,golden_roots2401.mp3,.mp3,5064.34,4.95,Unknown,golden_roots2401.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/blues_in_the_alley315.mp3,blues_in_the_alley315.mp3,.mp3,4575.94,4.47,blues_in_the_alley315.mp3,blues_in_the_alley315.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Kings_and_Queens_of_Litter310.mp3,Kings_and_Queens_of_Litter310.mp3,.mp3,4481.55,4.38,Unknown,Kings_and_Queens_of_Litter310.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/thinketh_1759.mp3,thinketh_1759.mp3,.mp3,10907.25,10.65,Unknown,thinketh_1759.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heavenly_Hands41041.mp3,Heavenly_Hands41041.mp3,.mp3,908.07,0.89,Unknown,Heavenly_Hands41041.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3,.mp3,4389.17,4.29,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/iTchy_iSLe800.mp3,iTchy_iSLe800.mp3,.mp3,10010.0,9.78,Unknown,iTchy_iSLe800.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Witches_Road256.mp3,Witches_Road256.mp3,.mp3,4131.5,4.03,Unknown,Witches_Road256.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_this_alley235.mp3,in_this_alley235.mp3,.mp3,3611.32,3.53,Unknown,in_this_alley235.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Petals_fall_yet_roots_remain0306.mp3,Petals_fall_yet_roots_remain0306.mp3,.mp3,3907.89,3.82,Unknown,Petals_fall_yet_roots_remain0306.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/stormchild339.mp3,stormchild339.mp3,.mp3,4860.94,4.75,Unknown,stormchild339.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/HeavenlyHands_jingle151.mp3,HeavenlyHands_jingle151.mp3,.mp3,2512.08,2.45,Unknown,HeavenlyHands_jingle151.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Love_is_Rubbish_and_Rubbish_is_Love_2390239.mp3,Love_is_Rubbish_and_Rubbish_is_Love_2390239.mp3,.mp3,3759.8,3.67,Unknown,Love_is_Rubbish_and_Rubbish_is_Love_2390239.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/The_Sound_of_Ancestors_Remastered20211.mp3,The_Sound_of_Ancestors_Remastered20211.mp3,.mp3,3081.8,3.01,Unknown,The_Sound_of_Ancestors_Remastered20211.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/rocketMan_Extend309.mp3,rocketMan_Extend309.mp3,.mp3,3806.34,3.72,Unknown,rocketMan_Extend309.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Vine_of_the_Void_Remix0414.mp3,Vine_of_the_Void_Remix0414.mp3,.mp3,5761.93,5.63,Unknown,Vine_of_the_Void_Remix0414.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Vine_of_the_Void_Remix0428.mp3,Vine_of_the_Void_Remix0428.mp3,.mp3,5904.03,5.77,Unknown,Vine_of_the_Void_Remix0428.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Love_is_rubbish_Lets_Get_Trashy0349.mp3,Love_is_rubbish_Lets_Get_Trashy0349.mp3,.mp3,5382.46,5.26,Unknown,Love_is_rubbish_Lets_Get_Trashy0349.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Nope-only pic.mp3,Nope-only pic.mp3,.mp3,5670.28,5.54,Unknown,Nope-only pic.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Petals_Fall_Anime0000.mp3,Petals_Fall_Anime0000.mp3,.mp3,5423.02,5.3,Unknown,Petals_Fall_Anime0000.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity2560000.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity2560000.mp3,.mp3,4068.96,3.97,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity2560000.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/bite_in_the_night2290229.mp3,bite_in_the_night2290229.mp3,.mp3,3250.81,3.17,Unknown,bite_in_the_night2290229.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3,.mp3,4136.0,4.04,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Tapestry_of_Tyranny715.mp3,Tapestry_of_Tyranny715.mp3,.mp3,8952.21,8.74,Unknown,Tapestry_of_Tyranny715.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Summer_Love215.mp3,Summer_Love215.mp3,.mp3,2903.34,2.84,Unknown,Summer_Love215.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/itchy0414.mp3,itchy0414.mp3,.mp3,5627.4,5.5,Unknown,itchy0414.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs_No_More_Lies_v40231.mp3,No_More_Love_Songs_No_More_Lies_v40231.mp3,.mp3,3563.78,3.48,Unknown,No_More_Love_Songs_No_More_Lies_v40231.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Summer Love1.mp3,Summer Love1.mp3,.mp3,2903.34,2.84,Unknown,Summer Love1.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heartbreak hope and memories-og.mp3,Heartbreak hope and memories-og.mp3,.mp3,5438.82,5.31,Unknown,Heartbreak hope and memories-og.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3,.mp3,4439.61,4.34,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Feather_Fang_DuoRitualHigh0356.mp3,Feather_Fang_DuoRitualHigh0356.mp3,.mp3,4915.18,4.8,Unknown,Feather_Fang_DuoRitualHigh0356.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/The_Heartland_Doesnt_Speak3040304.mp3,The_Heartland_Doesnt_Speak3040304.mp3,.mp3,4143.23,4.05,Unknown,The_Heartland_Doesnt_Speak3040304.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Rhythms_Circle0409.mp3,Rhythms_Circle0409.mp3,.mp3,5779.1,5.64,Unknown,Rhythms_Circle0409.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Feather_Fang_Spirit_Sang_Tribal_Rock_Ritual0417.mp3,Feather_Fang_Spirit_Sang_Tribal_Rock_Ritual0417.mp3,.mp3,5974.03,5.83,Unknown,Feather_Fang_Spirit_Sang_Tribal_Rock_Ritual0417.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Book_Of_Memory413_Alt413.mp3,Book_Of_Memory413_Alt413.mp3,.mp3,5365.58,5.24,Unknown,Book_Of_Memory413_Alt413.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Tapestry of Tyranny (Remix).mp3,Tapestry of Tyranny (Remix).mp3,.mp3,9566.16,9.34,Unknown,Tapestry of Tyranny (Remix).mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix3140314.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix3140314.mp3,.mp3,4431.5,4.33,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix3140314.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Tapestry_of_Tyranny_Remix800_v2800.mp3,Tapestry_of_Tyranny_Remix800_v2800.mp3,.mp3,9566.21,9.34,Unknown,Tapestry_of_Tyranny_Remix800_v2800.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs2490249.mp3,No_More_Love_Songs2490249.mp3,.mp3,3725.85,3.64,Unknown,No_More_Love_Songs2490249.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Graves_Before_Throne_Rock_short0000.mp3,Graves_Before_Throne_Rock_short0000.mp3,.mp3,1229.48,1.2,Unknown,Graves_Before_Throne_Rock_short0000.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix3090309.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix3090309.mp3,.mp3,4347.95,4.25,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix3090309.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Call_for_More229.mp3,Call_for_More229.mp3,.mp3,3168.18,3.09,Unknown,Call_for_More229.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Willow_whispers-feelers-chill (Remastered x2).mp3,Willow_whispers-feelers-chill (Remastered x2).mp3,.mp3,5420.7,5.29,Unknown,Willow_whispers-feelers-chill (Remastered x2).mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs3240324.mp3,No_More_Love_Songs3240324.mp3,.mp3,4730.56,4.62,Unknown,No_More_Love_Songs3240324.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Hekate_Ktherias2911.mp3,Hekate_Ktherias2911.mp3,.mp3,27371.63,26.73,Unknown,Hekate_Ktherias2911.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Stormy235249.mp3,Stormy235249.mp3,.mp3,3512.91,3.43,Unknown,Stormy235249.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Kings_and_Queens_of_Litter313.mp3,Kings_and_Queens_of_Litter313.mp3,.mp3,4553.06,4.45,Unknown,Kings_and_Queens_of_Litter313.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Vine_of_the_Void_Remix_Indie_Folk0452.mp3,Vine_of_the_Void_Remix_Indie_Folk0452.mp3,.mp3,6341.37,6.19,Unknown,Vine_of_the_Void_Remix_Indie_Folk0452.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Junkyard_Symphony_Scraps2_Remastered0000.mp3,Junkyard_Symphony_Scraps2_Remastered0000.mp3,.mp3,4489.48,4.38,Junkyard_Symphony_Scraps2_Remastered0000.mp3,Junkyard_Symphony_Scraps2_Remastered0000.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Love_is_rubbish_Lets_Get_Trashy_FeRaLFiddle2540254.mp3,Love_is_rubbish_Lets_Get_Trashy_FeRaLFiddle2540254.mp3,.mp3,4423.18,4.32,Unknown,Love_is_rubbish_Lets_Get_Trashy_FeRaLFiddle2540254.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/BackAlley_Anthem_Raw215.mp3,BackAlley_Anthem_Raw215.mp3,.mp3,2961.12,2.89,Unknown,BackAlley_Anthem_Raw215.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Murray_Kyle_Standing_on_One_Side241.mp3,Murray_Kyle_Standing_on_One_Side241.mp3,.mp3,3203.13,3.13,Unknown,Murray_Kyle_Standing_on_One_Side241.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Recycled_Symphony0215.mp3,Recycled_Symphony0215.mp3,.mp3,4288.48,4.19,Recycled_Symphony0215.mp3,Recycled_Symphony0215.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Enchanted_Woods331.mp3,Enchanted_Woods331.mp3,.mp3,4948.94,4.83,Unknown,Enchanted_Woods331.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Spiral_Architect0458.mp3,Spiral_Architect0458.mp3,.mp3,6394.05,6.24,Unknown,Spiral_Architect0458.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/RocketMan_342_Cover342.mp3,RocketMan_342_Cover342.mp3,.mp3,4474.45,4.37,Unknown,RocketMan_342_Cover342.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/As_a_Man_thinketh_Ch_1204.mp3,As_a_Man_thinketh_Ch_1204.mp3,.mp3,2612.59,2.55,Unknown,As_a_Man_thinketh_Ch_1204.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix_grity256.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix_grity256.mp3,.mp3,4038.62,3.94,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix_grity256.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/As_a_Man_thinketh_Ch12217.mp3,As_a_Man_thinketh_Ch12217.mp3,.mp3,2983.93,2.91,Unknown,As_a_Man_thinketh_Ch12217.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Dance_Like_Nobodys_Watching_Remastered0218.mp3,Dance_Like_Nobodys_Watching_Remastered0218.mp3,.mp3,3259.19,3.18,Unknown,Dance_Like_Nobodys_Watching_Remastered0218.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/acoustice_circles647.mp3,acoustice_circles647.mp3,.mp3,9544.07,9.32,Unknown,acoustice_circles647.mp3,2025-11-29,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Dancing_Through_the_Veil0326.mp3,Dancing_Through_the_Veil0326.mp3,.mp3,4805.63,4.69,Unknown,Dancing_Through_the_Veil0326.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/The_Heartland_Doesnt_Speak_Edit_Duo_Og350.mp3,The_Heartland_Doesnt_Speak_Edit_Duo_Og350.mp3,.mp3,5182.21,5.06,Unknown,The_Heartland_Doesnt_Speak_Edit_Duo_Og350.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Chamber_of_Silence14.mp3,Chamber_of_Silence14.mp3,.mp3,327.9,0.32,Unknown,Chamber_of_Silence14.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/bite_in_the_night3380338.mp3,bite_in_the_night3380338.mp3,.mp3,4993.18,4.88,Unknown,bite_in_the_night3380338.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/PeTals FaLL (Remix) (Remastered)-430.mp3,PeTals FaLL (Remix) (Remastered)-430.mp3,.mp3,5984.74,5.84,Unknown,PeTals FaLL (Remix) (Remastered)-430.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Kings_and_Queens_of_Litter_Remastered0359.mp3,Kings_and_Queens_of_Litter_Remastered0359.mp3,.mp3,5628.61,5.5,Unknown,Kings_and_Queens_of_Litter_Remastered0359.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs_Remastered0232.mp3,No_More_Love_Songs_Remastered0232.mp3,.mp3,3568.89,3.49,Unknown,No_More_Love_Songs_Remastered0232.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Summer Loveremixd3.mp3,Summer Loveremixd3.mp3,.mp3,3165.7,3.09,Unknown,Summer Loveremixd3.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/LoVe is RuBBisH and RuBBiSh is LoVe2_47.mp3,LoVe is RuBBisH and RuBBiSh is LoVe2_47.mp3,.mp3,4050.59,3.96,Unknown,LoVe is RuBBisH and RuBBiSh is LoVe2_47.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Rhythms_Circle0350.mp3,Rhythms_Circle0350.mp3,.mp3,5128.41,5.01,Unknown,Rhythms_Circle0350.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Junkyard_Symphony_Scraps239.mp3,Junkyard_Symphony_Scraps239.mp3,.mp3,3740.23,3.65,Junkyard_Symphony_Scraps239.mp3,Junkyard_Symphony_Scraps239.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Chamber_of_Silence.mp3,Chamber_of_Silence.mp3,.mp3,3672.54,3.59,Unknown,Chamber_of_Silence.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Powerful2330233.mp3,Powerful2330233.mp3,.mp3,3533.8,3.45,Unknown,Powerful2330233.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/The_Heartland_Doesnt_Speak3490349.mp3,The_Heartland_Doesnt_Speak3490349.mp3,.mp3,5130.14,5.01,Unknown,The_Heartland_Doesnt_Speak3490349.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heartbreak_hope_and_memories_og0359.mp3,Heartbreak_hope_and_memories_og0359.mp3,.mp3,5609.94,5.48,Unknown,Heartbreak_hope_and_memories_og0359.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heartbeats_in_the_Dark_4359.mp3,Heartbeats_in_the_Dark_4359.mp3,.mp3,5631.17,5.5,Unknown,Heartbeats_in_the_Dark_4359.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Feather_Fang_Spirit_Sang_Flute_Ritual_Remix0519.mp3,Feather_Fang_Spirit_Sang_Flute_Ritual_Remix0519.mp3,.mp3,6988.91,6.83,Unknown,Feather_Fang_Spirit_Sang_Flute_Ritual_Remix0519.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Circles0211.mp3,Circles0211.mp3,.mp3,2893.14,2.83,Unknown,Circles0211.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Heroes_Rise_Villains_Overthrow_Remastered_Remix2270227.mp3,Heroes_Rise_Villains_Overthrow_Remastered_Remix2270227.mp3,.mp3,3274.73,3.2,Unknown,Heroes_Rise_Villains_Overthrow_Remastered_Remix2270227.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Echoes_of_Moonlight0315.mp3,Echoes_of_Moonlight0315.mp3,.mp3,4598.03,4.49,Unknown,Echoes_of_Moonlight0315.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Powerful1540154.mp3,Powerful1540154.mp3,.mp3,2533.12,2.47,Unknown,Powerful1540154.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/WorkShop_Worries_418_fixed2_Remix0348.mp3,WorkShop_Worries_418_fixed2_Remix0348.mp3,.mp3,5293.15,5.17,Unknown,WorkShop_Worries_418_fixed2_Remix0348.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/rubbish_manga0254.mp3,rubbish_manga0254.mp3,.mp3,4171.7,4.07,Unknown,rubbish_manga0254.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_this_alley_where_i_Hide_LIVE_CuT_og3120312.mp3,in_this_alley_where_i_Hide_LIVE_CuT_og3120312.mp3,.mp3,4275.47,4.18,Unknown,in_this_alley_where_i_Hide_LIVE_CuT_og3120312.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Love_in_Imperfection_Remastered20340.mp3,Love_in_Imperfection_Remastered20340.mp3,.mp3,5171.38,5.05,Unknown,Love_in_Imperfection_Remastered20340.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/fantasy_ballade_LyricRemix440.mp3,fantasy_ballade_LyricRemix440.mp3,.mp3,6064.6,5.92,Unknown,fantasy_ballade_LyricRemix440.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Blues_in_the_Alley239.mp3,Blues_in_the_Alley239.mp3,.mp3,3732.13,3.64,Blues_in_the_Alley239.mp3,Blues_in_the_Alley239.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/No_More_Love_Songs_Remastered0056.mp3,No_More_Love_Songs_Remastered0056.mp3,.mp3,1333.54,1.3,Unknown,No_More_Love_Songs_Remastered0056.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Love_is_rubbish_Lets_Get_Trashy_Remix304_acoustic_FOLK_rock0304.mp3,Love_is_rubbish_Lets_Get_Trashy_Remix304_acoustic_FOLK_rock0304.mp3,.mp3,4471.46,4.37,Unknown,Love_is_rubbish_Lets_Get_Trashy_Remix304_acoustic_FOLK_rock0304.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3,.mp3,6819.01,6.66,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/Tapestry_of_Tyranny_Remix_Alt800.mp3,Tapestry_of_Tyranny_Remix_Alt800.mp3,.mp3,10608.78,10.36,Unknown,Tapestry_of_Tyranny_Remix_Alt800.mp3,2025-12-02,Audio,MP3
Music/nocTurneMeLoDieS/media/audio/in_This_aLLey_Where_i_HiDe_oG_Remix242.mp3,in_This_aLLey_Where_i_HiDe_oG_Remix242.mp3,.mp3,3904.69,3.81,Unknown,in_This_aLLey_Where_i_HiDe_oG_Remix242.mp3,2025-12-02,Audio,MP3
