filepath,filename,extension,size_kb,size_mb,album,artist,last_modified,type,format
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/Heart Songs - [Remastered]_1.mp3,Heart Songs - [Remastered]_1.mp3,.mp3,91.99,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/Heart Songs - [Edit].mp3,Heart Songs - [Edit].mp3,.mp3,90.87,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/Heart Songs.mp3,Heart Songs.mp3,.mp3,91.92,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/Heart Songs - [Edit]_1.mp3,Heart Songs - [Edit]_1.mp3,.mp3,90.83,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/heart_cover_(Edit).mp3,heart_cover_(Edit).mp3,.mp3,90.74,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Heart_Songs/Heart Songs - [Edit]_2.mp3,Heart Songs - [Edit]_2.mp3,.mp3,90.88,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Enchanted_Woods/Enchanted Woods_331.mp3,Enchanted Woods_331.mp3,.mp3,4948.94,4.83,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Enchanted_Woods/golden_roots2.mp3,golden_roots2.mp3,.mp3,5058.21,4.94,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Enchanted_Woods/Enchanted Woods Song Adventure.mp3,Enchanted Woods Song Adventure.mp3,.mp3,4934.91,4.82,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Blues in the Alley_359.mp3,Blues in the Alley_359.mp3,.mp3,5621.79,5.49,Blues in the Alley_359.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Blues in the Alley_239.mp3,Blues in the Alley_239.mp3,.mp3,3732.13,3.64,Blues in the Alley_239.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/blues-in-moonlit-304.mp3,blues-in-moonlit-304.mp3,.mp3,4353.25,4.25,blues-in-moonlit-304.mp3,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammys_Serenade_Remastered_x22_alt1.mp3,Sammys_Serenade_Remastered_x22_alt1.mp3,.mp3,5376.86,5.25,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/blues-in-moonlit.mp3,blues-in-moonlit.mp3,.mp3,4168.43,4.07,blues-in-moonlit.mp3,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/blues in the alley_315.mp3,blues in the alley_315.mp3,.mp3,4575.94,4.47,blues in the alley_315.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Midnight_Reckoning.mp3,Midnight_Reckoning.mp3,.mp3,4503.98,4.4,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammys_Serenade_Remastered_LadyGroup.mp3,Sammys_Serenade_Remastered_LadyGroup.mp3,.mp3,5509.17,5.38,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammy_Midnight_Reckoning248_Suno_Remix_Alt.mp3,Sammy_Midnight_Reckoning248_Suno_Remix_Alt.mp3,.mp3,4045.73,3.95,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammys_Serenade_Remastered_x2_LadyGroup.mp3,Sammys_Serenade_Remastered_x2_LadyGroup.mp3,.mp3,5272.0,5.15,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammys_Serenade_Remastered_-Lady.mp3,Sammys_Serenade_Remastered_-Lady.mp3,.mp3,5509.17,5.38,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Sammys_Serenade_Remastered_x22-1_alt1.mp3,Sammys_Serenade_Remastered_x22-1_alt1.mp3,.mp3,5508.86,5.38,Blues_Alley,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Blues in the Alley1_359.mp3,Blues in the Alley1_359.mp3,.mp3,5623.81,5.49,Blues in the Alley1_359.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/blues-in-moon.mp3,blues-in-moon.mp3,.mp3,4203.47,4.1,blues-in-moon.mp3,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Blues_Alley/Blues in the Alley_340.mp3,Blues in the Alley_340.mp3,.mp3,5167.06,5.05,Blues in the Alley_340.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Chamber_of_Silence_by_.mp3,Chamber_of_Silence_by_.mp3,.mp3,1188.07,1.16,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Micro.mp3,Micro.mp3,.mp3,1695.28,1.66,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/The_Jungle_Shaman.mp3,The_Jungle_Shaman.mp3,.mp3,4721.48,4.61,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Mystical_Mushroom_Realm - Micro.mp3,Mystical_Mushroom_Realm - Micro.mp3,.mp3,5695.55,5.56,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Witches_Road_Remastered.mp3,Witches_Road_Remastered.mp3,.mp3,4129.36,4.03,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Drink_of_Me_Beast_Remix_1.mp3,Drink_of_Me_Beast_Remix_1.mp3,.mp3,90.72,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Witches_Road.mp3,Witches_Road.mp3,.mp3,4806.54,4.69,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Chamber_of_Silence.mp3,Chamber_of_Silence.mp3,.mp3,3622.54,3.54,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Drink_of_Me_Beast_Remix_alt1.mp3,Drink_of_Me_Beast_Remix_alt1.mp3,.mp3,2968.78,2.9,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Threaded_Through_the_Veil.mp3,Threaded_Through_the_Veil.mp3,.mp3,6244.36,6.1,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/FeLLowCeLlo.mp3,FeLLowCeLlo.mp3,.mp3,1029.31,1.01,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Threaded_Through_the_VeilCinematic_world_fusion_ambient_pads_ritual_percussion_native_flute_ethe.mp3,Threaded_Through_the_VeilCinematic_world_fusion_ambient_pads_ritual_percussion_native_flute_ethe.mp3,.mp3,6834.82,6.67,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Rituals/Trinity.mp3,Trinity.mp3,.mp3,7592.95,7.41,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny_Remix550.mp3,Tapestry_of_Tyranny_Remix550.mp3,.mp3,7506.98,7.33,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Graves_Before_Throne.mp3,Graves_Before_Throne.mp3,.mp3,1227.11,1.2,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny_Remix759_Alt.mp3,Tapestry_of_Tyranny_Remix759_Alt.mp3,.mp3,10596.96,10.35,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny_Remix722.mp3,Tapestry_of_Tyranny_Remix722.mp3,.mp3,10554.04,10.31,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny_Remix.mp3,Tapestry_of_Tyranny_Remix.mp3,.mp3,9434.34,9.21,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny714.mp3,Tapestry_of_Tyranny714.mp3,.mp3,8941.99,8.73,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Graves_Before_Throne_Rock_short.mp3,Graves_Before_Throne_Rock_short.mp3,.mp3,2947.68,2.88,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny_Remix759.mp3,Tapestry_of_Tyranny_Remix759.mp3,.mp3,9555.42,9.33,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Tapestry_of_Tyranny759.mp3,Tapestry_of_Tyranny759.mp3,.mp3,10426.73,10.18,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Tapestry_Of_Tyranny/Graves_Before_Throne_Ballad_Remix.mp3,Graves_Before_Throne_Ballad_Remix.mp3,.mp3,3828.63,3.74,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Desert/Journey - Journey Through the Desert.mp3,Journey - Journey Through the Desert.mp3,.mp3,2390.76,2.33,Unknown,AvatarArts,2025-11-04,Audio,MP3
"Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang,_Spirit_Sang_(Violin_Duo).mp3","Feather_Fang,_Spirit_Sang_(Violin_Duo).mp3",.mp3,91.87,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Spirit_Sang_Violin_Duo.mp3,Feather_Fang_Spirit_Sang_Violin_Duo.mp3,.mp3,5121.02,5.0,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Vine_of_the_Void_Remix_Indie_Folk.mp3,Vine_of_the_Void_Remix_Indie_Folk.mp3,.mp3,6333.79,6.19,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather Fang - [Remix].mp3,Feather Fang - [Remix].mp3,.mp3,91.54,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_🐍Spirit_Sang_(World_Ritual_Remix).mp3,Feather_Fang_🐍Spirit_Sang_(World_Ritual_Remix).mp3,.mp3,91.62,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather Fang.mp3,Feather Fang.mp3,.mp3,91.75,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/The_Spirits_Are_Near.mp3,The_Spirits_Are_Near.mp3,.mp3,4120.97,4.02,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame_BongoBleed.mp3,iBecame_BongoBleed.mp3,.mp3,5056.87,4.94,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_(Sacred_Drum_Ritual).mp3,Feather_Fang_(Sacred_Drum_Ritual).mp3,.mp3,90.58,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__EpicLady.mp3,Feather_Fang__EpicLady.mp3,.mp3,5796.11,5.66,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame__Etherial_Duo_Ritual.mp3,iBecame__Etherial_Duo_Ritual.mp3,.mp3,6659.43,6.5,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame_industrialRitual_Bleed.mp3,iBecame_industrialRitual_Bleed.mp3,.mp3,5904.47,5.77,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Sacred_Drum_Ritual.mp3,Feather_Fang_Sacred_Drum_Ritual.mp3,.mp3,5657.67,5.53,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_(Etherial_Duo_Ritual).mp3,Feather_Fang_(Etherial_Duo_Ritual).mp3,.mp3,91.77,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Vine_of_the_Void_Remix.mp3,Vine_of_the_Void_Remix.mp3,.mp3,5754.96,5.62,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Duo_Flute_Ritual.mp3,Feather_Fang_Duo_Flute_Ritual.mp3,.mp3,6053.67,5.91,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/I_Became_Beast_Remix.mp3,I_Became_Beast_Remix.mp3,.mp3,5899.83,5.76,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_DrumCeremony.mp3,Feather_Fang_DrumCeremony.mp3,.mp3,4472.83,4.37,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__MelodicLadyRitual.mp3,Feather_Fang__MelodicLadyRitual.mp3,.mp3,4333.99,4.23,Unknown,AvatarArts,2025-11-05,Audio,MP3
"Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang,_Spirit_Sang_(Tribal_Rock_Ritual).mp3","Feather_Fang,_Spirit_Sang_(Tribal_Rock_Ritual).mp3",.mp3,91.95,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__DuoRitualHigh.mp3,Feather_Fang__DuoRitualHigh.mp3,.mp3,4908.98,4.79,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame_BloodRitualRemix.mp3,iBecame_BloodRitualRemix.mp3,.mp3,7165.43,7.0,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Mother_With_No_Name_Ritual_alt1.mp3,Mother_With_No_Name_Ritual_alt1.mp3,.mp3,6345.47,6.2,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__Hypnotic.mp3,Feather_Fang__Hypnotic.mp3,.mp3,5951.43,5.81,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Vine_of_the_Void_alt1.mp3,Vine_of_the_Void_alt1.mp3,.mp3,6273.35,6.13,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Og_dup1.mp3,Feather_Fang_Og_dup1.mp3,.mp3,2452.78,2.4,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_🐍_Spirit_Sang_(Flute_Ritual_Remix).mp3,Feather_Fang_🐍_Spirit_Sang_(Flute_Ritual_Remix).mp3,.mp3,91.61,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Spirit_Sang_Tribal_Rock_Ritual.mp3,Feather_Fang_Spirit_Sang_Tribal_Rock_Ritual.mp3,.mp3,5966.79,5.83,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame_DuoBloodRitual.mp3,iBecame_DuoBloodRitual.mp3,.mp3,6125.76,5.98,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_LadyFolk.mp3,Feather_Fang_LadyFolk.mp3,.mp3,4793.62,4.68,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__Spirit_Sang_Flute_Ritual_Remix.mp3,Feather_Fang__Spirit_Sang_Flute_Ritual_Remix.mp3,.mp3,6980.65,6.82,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang__TrioRitual.mp3,Feather_Fang__TrioRitual.mp3,.mp3,4605.09,4.5,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Feather_Fang_Spirit_Sang_World_Ritual_Remix.mp3,Feather_Fang_Spirit_Sang_World_Ritual_Remix.mp3,.mp3,5991.33,5.85,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/i_Became__Vine_of_the_Void.mp3,i_Became__Vine_of_the_Void.mp3,.mp3,5308.57,5.18,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/iBecame_BlessedBloodAlt.mp3,iBecame_BlessedBloodAlt.mp3,.mp3,5632.0,5.5,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/The_Spirits_Are_Near__Duo.mp3,The_Spirits_Are_Near__Duo.mp3,.mp3,4494.49,4.39,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/feather_fang_(duo_flute_ritual).mp3,feather_fang_(duo_flute_ritual).mp3,.mp3,6060.87,5.92,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Feather_Fang/Vine_of_the_Void_Remix_Blessed.mp3,Vine_of_the_Void_Remix_Blessed.mp3,.mp3,6598.64,6.44,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/BackAlley_Anthem120.mp3,BackAlley_Anthem120.mp3,.mp3,1830.33,1.79,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/Bite in the Night _ [Edit].mp3,Bite in the Night _ [Edit].mp3,.mp3,90.07,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/AUDIO - Touch of a calming night by Lygia _ Suno.mp3,AUDIO - Touch of a calming night by Lygia _ Suno.mp3,.mp3,4516.38,4.41,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/Bite_in_the_Night_Remastered.mp3,Bite_in_the_Night_Remastered.mp3,.mp3,5626.17,5.49,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night322-indie-grunge-pluck.mp3,bite_in_the_night322-indie-grunge-pluck.mp3,.mp3,4906.64,4.79,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/BiteinTheNight.mp3,BiteinTheNight.mp3,.mp3,4028.53,3.93,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night322.mp3,bite_in_the_night322.mp3,.mp3,4871.72,4.76,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night258.mp3,bite_in_the_night258.mp3,.mp3,4318.52,4.22,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night338.mp3,bite_in_the_night338.mp3,.mp3,4986.93,4.87,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night227-lady_ballade.mp3,bite_in_the_night227-lady_ballade.mp3,.mp3,3246.35,3.17,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night317.mp3,bite_in_the_night317.mp3,.mp3,4728.14,4.62,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/Bite_in_the_Night_Lady_Heart310.mp3,Bite_in_the_Night_Lady_Heart310.mp3,.mp3,4411.75,4.31,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/BiteinTheNight_Edit.mp3,BiteinTheNight_Edit.mp3,.mp3,4074.77,3.98,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night319_lady_heart.mp3,bite_in_the_night319_lady_heart.mp3,.mp3,90.35,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night229.mp3,bite_in_the_night229.mp3,.mp3,3683.36,3.6,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/Bite in the Night.mp3,Bite in the Night.mp3,.mp3,5623.87,5.49,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/bite_in_the_night322_indie_grunge_pluck.mp3,bite_in_the_night322_indie_grunge_pluck.mp3,.mp3,90.39,0.09,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Bite_in_the_Night/Bite_in_the_Night-4m-xtra.mp3,Bite_in_the_Night-4m-xtra.mp3,.mp3,5626.17,5.49,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/RocketMan-Covers/RocketMan-337-Cover.mp3,RocketMan-337-Cover.mp3,.mp3,4396.17,4.29,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/RocketMan-Covers/RocketMan_-432Cover_-_Feeler.mp3,RocketMan_-432Cover_-_Feeler.mp3,.mp3,6390.33,6.24,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/RocketMan-Covers/rocketMan_Cover.mp3,rocketMan_Cover.mp3,.mp3,5262.47,5.14,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/RocketMan-Covers/rocketMan.mp3,rocketMan.mp3,.mp3,679.29,0.66,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/RocketMan-Covers/RocketMan-358-Cover.mp3,RocketMan-358-Cover.mp3,.mp3,4681.8,4.57,Unknown,AvatarArts,2025-11-05,Audio,MP3
