Filename,Duration,File Size,Creation Date,Original Path
README.md,553.00 B,10-28-25,/Users/steven/Downloads/nano-large (2)
index.html,5.61 KB,10-28-25,/Users/steven/Downloads/nano-large (2)
metadata.json,100.00 B,10-28-25,/Users/steven/Downloads/nano-large (2)
package.json,438.00 B,10-28-25,/Users/steven/Downloads/nano-large (2)
tsconfig.json,542.00 B,10-28-25,/Users/steven/Downloads/nano-large (2)
