Filename,Duration,File Size,Creation Date,Original Path
Roboto-Slab-Bold.woff,85.57 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
Roboto-Slab-Bold.woff2,65.73 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
Roboto-Slab-Regular.woff,84.27 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
Roboto-Slab-Regular.woff2,64.89 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
_sphinx_javascript_frameworks_compat.js,4.19 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static
avatarts_sites.html,20.92 KB,11-25-25,/Users/steven/sphinx-docs/build/html
avatarts_sites.md.txt,2.07 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_sources
badge_only.css,3.25 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css
badge_only.js,934.00 B,11-25-25,/Users/steven/sphinx-docs/build/html/_static/js
basic.css,14.34 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static
doctools.js,4.22 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static
documentation_options.js,328.00 B,11-25-25,/Users/steven/sphinx-docs/build/html/_static
documentation_sites.html,23.60 KB,11-25-25,/Users/steven/sphinx-docs/build/html
documentation_sites.md.txt,2.44 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_sources
file.png,286.00 B,11-25-25,16,16,,,/Users/steven/sphinx-docs/build/html/_static/file.png
fontawesome-webfont.eot,161.86 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
fontawesome-webfont.ttf,161.67 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
fontawesome-webfont.woff,95.73 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
fontawesome-webfont.woff2,75.35 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
genindex.html,15.26 KB,11-25-25,/Users/steven/sphinx-docs/build/html
github_projects.html,21.32 KB,11-25-25,/Users/steven/sphinx-docs/build/html
github_projects.md.txt,2.10 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_sources
html_sites.html,26.06 KB,11-25-25,/Users/steven/sphinx-docs/build/html
html_sites.md.txt,3.44 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_sources
index.html,28.94 KB,11-25-25,/Users/steven/sphinx-docs/build/html
index.rst.txt,853.00 B,11-25-25,/Users/steven/sphinx-docs/build/html/_sources
jquery.js,87.40 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static
language_data.js,4.49 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static
lato-bold-italic.woff,315.77 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
lato-bold-italic.woff2,188.78 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
lato-bold.eot,250.05 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bold.ttf,586.77 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bold.woff,302.47 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
lato-bold.woff,302.47 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bold.woff2,180.58 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/css/fonts
lato-bold.woff2,180.58 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bolditalic.eot,259.92 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bolditalic.ttf,607.98 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bolditalic.woff,315.77 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-bolditalic.woff2,188.78 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
lato-italic.eot,262.31 KB,11-25-25,/Users/steven/sphinx-docs/build/html/_static/fonts/Lato
