Filename,Duration,File Size,Creation Date,Original Path
audiobox (1).wav,9.49 MB,10-28-25,/Users/steven/Downloads/mydesign-uplive
audiobox (1).wav,Unknown,Unknown,10-28-25,/Users/steven/Downloads/mydesign-uplive/audiobox (1).wav
audiobox.wav,9.49 MB,10-28-25,/Users/steven/Downloads/mydesign-uplive
audiobox.wav,Unknown,Unknown,10-28-25,/Users/steven/Downloads/mydesign-uplive/audiobox.wav
