Filename,Duration,File Size,Creation Date,Original Path
Listen to your heart - Artboard 2.png,817.12 KB,11-01-25,447,786,299.9994,299.9994,/Users/steven/Downloads/Listen to your heart/Listen to your heart - Artboard 2.png
Listen to your heart - Artboard 4.png,1.38 MB,11-01-25,800,800,299.9994,299.9994,/Users/steven/Downloads/Listen to your heart/Listen to your heart - Artboard 4.png
Listen to your heart - Artboard 5.png,1.34 MB,11-01-25,800,800,299.9994,299.9994,/Users/steven/Downloads/Listen to your heart/Listen to your heart - Artboard 5.png
Listen to your heart - Artboard 6.png,1.30 MB,11-01-25,800,800,299.9994,299.9994,/Users/steven/Downloads/Listen to your heart/Listen to your heart - Artboard 6.png
Listen to your heart - Artboard 7.png,798.62 KB,11-01-25,446,784,299.9994,299.9994,/Users/steven/Downloads/Listen to your heart/Listen to your heart - Artboard 7.png
