path,name,extension,size_bytes,size_mb,modified,directory,is_hidden
/Users/steven/Documents/trashCaTs.pdf,trashCaTs.pdf,.pdf,315951891,301.32,2025-04-08 00:50:46,/Users/steven/Documents,False
/Users/steven/Documents/HTML/Automation-Sora-epic.html,Automation-Sora-epic.html,.html,109474502,104.4,2025-10-09 03:40:34,/Users/steven/Documents/HTML,False
/Users/steven/Documents/Title The Unmended.pdf,Title The Unmended.pdf,.pdf,90431376,86.24,2025-04-08 00:50:47,/Users/steven/Documents,False
/Users/steven/Documents/Best-Narrative-prompt-trashy 1.md,Best-Narrative-prompt-trashy 1.md,.md,77451269,73.86,2025-09-09 21:08:17,/Users/steven/Documents,False
/Users/steven/Documents/CsV/directory_listing.csv,directory_listing.csv,.csv,61415631,58.57,2025-11-25 23:44:07,/Users/steven/Documents/CsV,False
/Users/steven/Documents/20251229064436.snbackup,20251229064436.snbackup,.snbackup,53438093,50.96,2025-12-29 06:44:39,/Users/steven/Documents,False
/Users/steven/Documents/spirit seeker.pdf,spirit seeker.pdf,.pdf,50974896,48.61,2025-04-08 00:50:46,/Users/steven/Documents,False
/Users/steven/Documents/CsV/fine_food_reviews_with_embeddings_1k.csv,fine_food_reviews_with_embeddings_1k.csv,.csv,35046315,33.42,2025-09-13 05:01:16,/Users/steven/Documents/CsV,False
/Users/steven/Documents/json/_invalid/fragments.json,fragments.json,.json,33071596,31.54,2025-08-10 12:41:42,/Users/steven/Documents/json/_invalid,False
/Users/steven/Documents/WalterRussell/Walter_Russell_-_A_New_Concept_Of_The_Universe.pdf,Walter_Russell_-_A_New_Concept_Of_The_Universe.pdf,.pdf,23611991,22.52,2017-08-27 07:01:16,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/Google_Drive_File_Listing.csv,Google_Drive_File_Listing.csv,.csv,22420593,21.38,2025-12-24 22:01:52,/Users/steven/Documents/CsV,False
/Users/steven/Documents/Title The Final Recipe.pdf,Title The Final Recipe.pdf,.pdf,17087580,16.3,2025-04-08 00:50:47,/Users/steven/Documents,False
/Users/steven/Documents/json/Web-Development/Reports/Medium-Files/batched_analysis_20251024_151538.json,batched_analysis_20251024_151538.json,.json,14578747,13.9,2025-10-24 15:15:42,/Users/steven/Documents/json/Web-Development/Reports/Medium-Files,False
/Users/steven/Documents/json/YouTube-Content/Reports/Medium-Files/python_cleanup_report_20251015_061241.json,python_cleanup_report_20251015_061241.json,.json,14164315,13.51,2025-10-15 06:12:41,/Users/steven/Documents/json/YouTube-Content/Reports/Medium-Files,False
/Users/steven/Documents/markD/.lh/PASTE/2.txt.json,2.txt.json,.json,13452006,12.83,2025-09-02 20:55:04,/Users/steven/Documents/markD/.lh/PASTE,False
/Users/steven/Documents/CsV/zip_contents_inventory.csv,zip_contents_inventory.csv,.csv,13208470,12.6,2025-05-06 05:09:54,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_04/lesson_13.mp3,lesson_13.mp3,.mp3,12795524,12.2,2025-10-20 01:12:00,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_04,False
/Users/steven/Documents/CsV/library_transactions_with_embeddings_359.csv,library_transactions_with_embeddings_359.csv,.csv,12484936,11.91,2025-09-13 05:01:17,/Users/steven/Documents/CsV,False
/Users/steven/Documents/json/Web-Development/Reports/Medium-Files/content_analysis_20251024_152922.json,content_analysis_20251024_152922.json,.json,11923632,11.37,2025-10-24 15:29:23,/Users/steven/Documents/json/Web-Development/Reports/Medium-Files,False
/Users/steven/Documents/CsV/duplicate_files_to_remove.csv,duplicate_files_to_remove.csv,.csv,10850889,10.35,2025-12-24 22:30:15,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/other.csv,other.csv,.csv,9026032,8.61,2025-10-19 23:12:30,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Downloads_MultiDepth_Analysis.csv,Downloads_MultiDepth_Analysis.csv,.csv,9025419,8.61,2025-12-25 00:50:59,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/steven-scan-docs-2025-12-25.csv,steven-scan-docs-2025-12-25.csv,.csv,8736397,8.33,2025-12-25 02:36:00,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_01.mp3,lesson_01.mp3,.mp3,8547700,8.15,2025-10-20 00:50:14,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/Auto-YouTube-Shorts-Maker-master.zip,Auto-YouTube-Shorts-Maker-master.zip,.zip,8267475,7.88,2025-10-19 23:27:21,/Users/steven/Documents,False
/Users/steven/Documents/CsV/duplicate_files_report.csv,duplicate_files_report.csv,.csv,8232187,7.85,2025-12-24 22:30:14,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/steven-scan-docs-2025-12-04.csv,steven-scan-docs-2025-12-04.csv,.csv,7852483,7.49,2025-12-04 04:45:21,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/image_data-12-04-04-44.csv,image_data-12-04-04-44.csv,.csv,7492871,7.15,2025-12-04 04:44:55,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/1001.html,1001.html,.html,6992282,6.67,2025-12-02 23:37:06,/Users/steven/Documents/HTML,False
/Users/steven/Documents/CsV/cookbook_recipes_nlg_10k.csv,cookbook_recipes_nlg_10k.csv,.csv,6742055,6.43,2025-09-13 05:01:16,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WhisperTranscribe Content Optimization.txt,WhisperTranscribe Content Optimization.txt,.txt,6500403,6.2,2025-12-04 12:22:53,/Users/steven/Documents,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-12-lessons-45-46-47-48.pdf,walter-russell-s-home-study-course-unit-12-lessons-45-46-47-48.pdf,.pdf,6459330,6.16,2017-08-27 06:55:16,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/flexible_analyzed.csv,flexible_analyzed.csv,.csv,6037299,5.76,2025-10-19 23:24:38,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/combined_output_04-08-25.csv,combined_output_04-08-25.csv,.csv,6009540,5.73,2025-04-08 08:40:44,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/combined_output_04-07-25.csv,combined_output_04-07-25.csv,.csv,5980005,5.7,2025-04-07 12:27:08,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/leonardo.csv,leonardo.csv,.csv,5683924,5.42,2025-01-02 15:22:35,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/fragments_summary.csv,fragments_summary.csv,.csv,5679686,5.42,2025-08-10 12:41:41,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/DEEP_SCAN_DETAILED_20251204_062832.csv,DEEP_SCAN_DETAILED_20251204_062832.csv,.csv,5598498,5.34,2025-12-04 06:28:33,/Users/steven/Documents/CsV,False
/Users/steven/Documents/json/_invalid/all.json,all.json,.json,5477896,5.22,2025-03-09 20:45:55,/Users/steven/Documents/json/_invalid,False
/Users/steven/Documents/json/_invalid/all204521.json,all204521.json,.json,5477895,5.22,2025-03-09 20:45:21,/Users/steven/Documents/json/_invalid,False
/Users/steven/Documents/HTML/SBHTML/1Archive.zip,1Archive.zip,.zip,5242880,5.0,2024-07-21 05:45:50,/Users/steven/Documents/HTML/SBHTML,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_7.mp3,lesson_04_chunk_7.mp3,.mp3,5100960,4.86,2025-10-19 23:49:57,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_4.mp3,lesson_04_chunk_4.mp3,.mp3,5080800,4.85,2025-10-19 23:47:59,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/CsV/DEEP_SCAN_DETAILED_20251204_051102.csv,DEEP_SCAN_DETAILED_20251204_051102.csv,.csv,5025002,4.79,2025-12-04 05:11:03,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/SBHTML/New Folder With Items/1BuufWords+Weather.zip,1BuufWords+Weather.zip,.zip,5020514,4.79,2024-07-21 05:41:56,/Users/steven/Documents/HTML/SBHTML/New Folder With Items,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_3.mp3,lesson_04_chunk_3.mp3,.mp3,5006400,4.77,2025-10-19 23:47:15,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_1.mp3,lesson_04_chunk_1.mp3,.mp3,5002080,4.77,2025-10-19 23:45:59,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/json/automation-workflows/leonardo_library.json,leonardo_library.json,.json,4988435,4.76,2025-01-02 11:11:46,/Users/steven/Documents/json/automation-workflows,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_2.mp3,lesson_04_chunk_2.mp3,.mp3,4970880,4.74,2025-10-19 23:46:39,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_6.mp3,lesson_04_chunk_6.mp3,.mp3,4970880,4.74,2025-10-19 23:49:17,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/CsV/_comprehensive_file_list_pythons.csv,_comprehensive_file_list_pythons.csv,.csv,4924350,4.7,2025-12-01 13:42:33,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/Walter-Russell-the-Universal-One-Alchemy-Chemistry.pdf,Walter-Russell-the-Universal-One-Alchemy-Chemistry.pdf,.pdf,4920861,4.69,2025-12-02 19:35:36,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01/lesson_04_chunk_5.mp3,lesson_04_chunk_5.mp3,.mp3,4904640,4.68,2025-10-19 23:48:37,/Users/steven/Documents/WalterRussell/audio_output/home_study_course/unit_01,False
/Users/steven/Documents/HTML/SBHTML/New Folder With Items/2Archive.zip,2Archive.zip,.zip,4718592,4.5,2024-07-21 05:41:56,/Users/steven/Documents/HTML/SBHTML/New Folder With Items,False
/Users/steven/Documents/CsV/pictures_by_aspect_ratio_20251106_073441.csv,pictures_by_aspect_ratio_20251106_073441.csv,.csv,4654138,4.44,2025-11-06 07:34:51,/Users/steven/Documents/CsV,False
/Users/steven/Documents/carbon-images/ai_unified_menu.png,ai_unified_menu.png,.png,4485819,4.28,2025-10-30 17:03:42,/Users/steven/Documents/carbon-images,False
/Users/steven/Documents/CsV/Shorts_-_2024_15336221d8b280be9760eae3f1708be2.csv,Shorts_-_2024_15336221d8b280be9760eae3f1708be2.csv,.csv,4347021,4.15,2025-01-02 01:44:26,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/styles_44k.csv,styles_44k.csv,.csv,4332000,4.13,2025-09-13 05:01:18,/Users/steven/Documents/CsV,False
/Users/steven/Documents/markD/.lh/PASTE/1.txt.json,1.txt.json,.json,4276834,4.08,2025-09-02 20:52:58,/Users/steven/Documents/markD/.lh/PASTE,False
/Users/steven/Documents/markD/markdown_data.json,markdown_data.json,.json,4140506,3.95,2025-10-09 13:15:59,/Users/steven/Documents/markD,False
/Users/steven/Documents/CsV/COMPLETE_FILE_CATALOG.csv,COMPLETE_FILE_CATALOG.csv,.csv,3741121,3.57,2025-11-05 13:12:55,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Disco-Content-4-8-25 - combined_output_04-08-25.csv,Disco-Content-4-8-25 - combined_output_04-08-25.csv,.csv,3690267,3.52,2025-04-08 09:04:13,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/leonardo_urls.csv,leonardo_urls.csv,.csv,3631372,3.46,2025-01-02 11:20:26,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/WhisperTextOutput44.csv,WhisperTextOutput44.csv,.csv,3626881,3.46,2025-03-08 18:00:27,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-11-lessons-41-42-43-44.pdf,walter-russell-s-home-study-course-unit-11-lessons-41-42-43-44.pdf,.pdf,3624965,3.46,2017-08-27 06:54:40,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-3-lessons-9-10-11-12.pdf,walter-russell-s-home-study-course-unit-3-lessons-9-10-11-12.pdf,.pdf,3606198,3.44,2017-08-27 06:49:34,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/HTML/code_gallery 2.html,code_gallery 2.html,.html,3562762,3.4,2025-10-09 07:02:33,/Users/steven/Documents/HTML,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-5-lessons-17-18-19-20.pdf,walter-russell-s-home-study-course-unit-5-lessons-17-18-19-20.pdf,.pdf,3522622,3.36,2017-08-27 06:53:16,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-1-lessons-1-2-3-4.pdf,walter-russell-s-home-study-course-unit-1-lessons-1-2-3-4.pdf,.pdf,3278166,3.13,2019-03-11 16:05:20,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-4-lessons-13-14-15-16.pdf,walter-russell-s-home-study-course-unit-4-lessons-13-14-15-16.pdf,.pdf,3252965,3.1,2017-01-01 17:15:32,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/combined_output-4-4.csv,combined_output-4-4.csv,.csv,3228179,3.08,2025-04-05 10:54:35,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/user_dirs_duplicates.csv,user_dirs_duplicates.csv,.csv,3057333,2.92,2025-12-01 12:29:09,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-6-lessons-21-22-23-24.pdf,walter-russell-s-home-study-course-unit-6-lessons-21-22-23-24.pdf,.pdf,2855967,2.72,2017-08-27 06:53:28,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/metadata.csv,metadata.csv,.csv,2819599,2.69,2025-10-26 02:02:21,/Users/steven/Documents/CsV,False
/Users/steven/Documents/json/automation-workflows/amazon_product_kg.json,amazon_product_kg.json,.json,2723561,2.6,2025-09-13 05:01:16,/Users/steven/Documents/json/automation-workflows,False
/Users/steven/Documents/json/automation-workflows/Harmoniq_Extraction_mockup.json,Harmoniq_Extraction_mockup.json,.json,2705813,2.58,2025-04-29 02:36:30,/Users/steven/Documents/json/automation-workflows,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-2-lessons-5-6-7-8.pdf,walter-russell-s-home-study-course-unit-2-lessons-5-6-7-8.pdf,.pdf,2696887,2.57,2017-01-01 17:15:22,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/all_scripts_analysis_20251201_131709.csv,all_scripts_analysis_20251201_131709.csv,.csv,2565270,2.45,2025-12-01 13:17:09,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/leo-archive.html,leo-archive.html,.html,2424579,2.31,2025-08-06 13:36:08,/Users/steven/Documents/HTML,False
/Users/steven/Documents/HTML/grouped_gallery.html,grouped_gallery.html,.html,2381139,2.27,2025-01-02 12:46:30,/Users/steven/Documents/HTML,False
/Users/steven/Documents/carbon-images/ai_menu_simple.png,ai_menu_simple.png,.png,2348563,2.24,2025-10-30 17:50:01,/Users/steven/Documents/carbon-images,False
/Users/steven/Documents/CsV/prompts_expanded.csv,prompts_expanded.csv,.csv,2342228,2.23,2025-10-19 23:24:50,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-10-lessons-37-38-39-40.pdf,walter-russell-s-home-study-course-unit-10-lessons-37-38-39-40.pdf,.pdf,2319086,2.21,2017-08-27 06:54:16,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/combined_output - combined_output.csv.csv,combined_output - combined_output.csv.csv,.csv,2295966,2.19,2025-04-05 11:07:54,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Creative FaBrica-prompts_all.csv,Creative FaBrica-prompts_all.csv,.csv,2282086,2.18,2025-01-05 15:24:36,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-7-lessons-25-26-27-28.pdf,walter-russell-s-home-study-course-unit-7-lessons-25-26-27-28.pdf,.pdf,2272361,2.17,2017-08-27 06:53:42,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/downloads_duplicates_to_remove.csv,downloads_duplicates_to_remove.csv,.csv,2260270,2.16,2025-12-25 00:47:12,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/SBHTML/Dragon Skellie/Screenshot.png,Screenshot.png,.png,2259905,2.16,2024-07-21 05:44:10,/Users/steven/Documents/HTML/SBHTML/Dragon Skellie,False
/Users/steven/Documents/CsV/image_data-05-30-22-21.csv,image_data-05-30-22-21.csv,.csv,2170382,2.07,2025-06-02 18:46:42,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/all_scripts_analysis_20251201_140554.csv,all_scripts_analysis_20251201_140554.csv,.csv,2165270,2.06,2025-12-01 14:05:54,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/all_scripts_analysis_20251201_135521.csv,all_scripts_analysis_20251201_135521.csv,.csv,2164657,2.06,2025-12-01 13:55:21,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/items_tagged_and_captioned_embeddings.csv,items_tagged_and_captioned_embeddings.csv,.csv,2120101,2.02,2025-09-13 05:01:17,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-8-lessons-29-30-31-32.pdf,walter-russell-s-home-study-course-unit-8-lessons-29-30-31-32.pdf,.pdf,2107450,2.01,2017-08-27 06:53:52,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/imagedata08120339.csv,imagedata08120339.csv,.csv,2052624,1.96,2025-08-12 03:39:35,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/results.csv,results.csv,.csv,2008669,1.92,2025-05-06 08:19:01,/Users/steven/Documents/CsV,False
/Users/steven/Documents/carbon-images/100sort_1.png,100sort_1.png,.png,1982245,1.89,2025-10-30 17:56:35,/Users/steven/Documents/carbon-images,False
/Users/steven/Documents/CsV/t-shirt-feb.CSV,t-shirt-feb.CSV,.csv,1953113,1.86,2025-02-07 19:36:26,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/dedup.txt,dedup.txt,.txt,1932534,1.84,2025-12-03 06:19:55,/Users/steven/Documents/HTML,False
/Users/steven/Documents/CsV/mythic-riddles.csv,mythic-riddles.csv,.csv,1919879,1.83,2024-02-16 20:18:37,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/parsed_pdf_docs_with_embeddings.csv,parsed_pdf_docs_with_embeddings.csv,.csv,1919427,1.83,2025-09-13 05:01:17,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Discography ALL - Shorts -  2024 _9bc187fa-6024-43dd-b80c-8503abd80dac.csv,Discography ALL - Shorts -  2024 _9bc187fa-6024-43dd-b80c-8503abd80dac.csv,.csv,1902110,1.81,2025-01-01 20:25:13,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Pictures_2025-02-01_2128.csv,Pictures_2025-02-01_2128.csv,.csv,1841245,1.76,2025-02-01 21:28:34,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Etsy-12-2-2024.csv,Etsy-12-2-2024.csv,.csv,1786686,1.7,2024-12-04 06:42:58,/Users/steven/Documents/CsV,False
/Users/steven/Documents/carbon-images/analysis_launcher.png,analysis_launcher.png,.png,1738265,1.66,2025-10-30 17:50:09,/Users/steven/Documents/carbon-images,False
/Users/steven/Documents/CsV/whisper-3-8.csv,whisper-3-8.csv,.csv,1727391,1.65,2025-08-06 13:35:45,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/recovery_analysis_20251028_035128.csv,recovery_analysis_20251028_035128.csv,.csv,1698771,1.62,2025-10-28 03:51:28,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/EtsyBlackTopListingsNov2024  EtsyBlackTop.csv,EtsyBlackTopListingsNov2024  EtsyBlackTop.csv,.csv,1681785,1.6,2025-09-05 08:20:02,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/fancy.html,fancy.html,.html,1623826,1.55,2025-12-02 23:24:46,/Users/steven/Documents/HTML,False
/Users/steven/Documents/CsV/JasonLeopold-epstien-twitter - dataset_twitter-scraper_2025-09-12_16-32-30-986.csv,JasonLeopold-epstien-twitter - dataset_twitter-scraper_2025-09-12_16-32-30-986.csv,.csv,1615806,1.54,2025-09-12 12:38:09,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/dataset_twitter-scraper_2025-09-12_16-32-30-986.csv,dataset_twitter-scraper_2025-09-12_16-32-30-986.csv,.csv,1535694,1.46,2025-09-12 12:33:14,/Users/steven/Documents/CsV,False
/Users/steven/Documents/Peacock_Angel-Malek_taus.zip,Peacock_Angel-Malek_taus.zip,.zip,1527816,1.46,2021-04-27 15:48:48,/Users/steven/Documents,False
/Users/steven/Documents/HTML/REVIEW_INDEX.html,REVIEW_INDEX.html,.html,1510812,1.44,2025-11-27 10:24:17,/Users/steven/Documents/HTML,False
/Users/steven/Documents/CsV/Movies_2025-03-09_1150.csv,Movies_2025-03-09_1150.csv,.csv,1486295,1.42,2025-03-09 11:50:52,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/_exact_duplicate_deletion_plan_20251201_144346.csv,_exact_duplicate_deletion_plan_20251201_144346.csv,.csv,1461124,1.39,2025-12-01 14:43:46,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/pythons_duplicates.csv,pythons_duplicates.csv,.csv,1456316,1.39,2025-12-01 12:45:55,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/vidiq_santrel.csv,vidiq_santrel.csv,.csv,1451105,1.38,2025-10-19 23:20:38,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/pictures_SMART_20251106_123406.csv,pictures_SMART_20251106_123406.csv,.csv,1441792,1.38,2025-11-06 12:34:10,/Users/steven/Documents/CsV,False
/Users/steven/Documents/WalterRussell/walter-russell-s-home-study-course-unit-9-lessons-33-34-35-36.pdf,walter-russell-s-home-study-course-unit-9-lessons-33-34-35-36.pdf,.pdf,1438789,1.37,2017-08-27 06:54:00,/Users/steven/Documents/WalterRussell,False
/Users/steven/Documents/CsV/snli_1.0_train_2k.csv,snli_1.0_train_2k.csv,.csv,1415993,1.35,2025-09-13 05:01:18,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/pictures_ai_consolidation_20251106_121947.csv,pictures_ai_consolidation_20251106_121947.csv,.csv,1407033,1.34,2025-11-06 12:19:51,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/RECURSIVE_FILE_SCAN_20251204_052507.csv,RECURSIVE_FILE_SCAN_20251204_052507.csv,.csv,1386388,1.32,2025-12-04 05:25:07,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/html_intelligent_analysis_20251028_040846.csv,html_intelligent_analysis_20251028_040846.csv,.csv,1375438,1.31,2025-10-28 04:08:46,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/SBHTML/BuufJuiced-EyeballTree Green Pot-burrzoo SBHTML/Images/Wallpaper.png,Wallpaper.png,.png,1334135,1.27,2024-07-21 05:43:37,/Users/steven/Documents/HTML/SBHTML/BuufJuiced-EyeballTree Green Pot-burrzoo SBHTML/Images,False
/Users/steven/Documents/Hookmark/templates/built-in templates/project.mproject/state.sql,state.sql,.sql,1331200,1.27,2025-12-23 12:04:16,/Users/steven/Documents/Hookmark/templates/built-in templates/project.mproject,False
/Users/steven/Documents/CsV/duplicates.csv,duplicates.csv,.csv,1324040,1.26,2025-12-01 11:54:48,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/all_scripts_analysis_20251201_184216.csv,all_scripts_analysis_20251201_184216.csv,.csv,1314446,1.25,2025-12-01 18:42:16,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/SBHTML/New Folder With Items/12Archive.zip,12Archive.zip,.zip,1310720,1.25,2024-07-21 05:42:06,/Users/steven/Documents/HTML/SBHTML/New Folder With Items,False
/Users/steven/Documents/CsV/pictures_consolidation_map_20251106_122505.csv,pictures_consolidation_map_20251106_122505.csv,.csv,1285899,1.23,2025-11-06 12:25:19,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/_merge_2txx_plan_20251201_142632.csv,_merge_2txx_plan_20251201_142632.csv,.csv,1280619,1.22,2025-12-01 14:26:32,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/pictures.csv,pictures.csv,.csv,1206473,1.15,2025-08-06 14:09:19,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/Portfolio/collection-paste.html,collection-paste.html,.html,1201287,1.15,2025-09-03 02:04:52,/Users/steven/Documents/HTML/Portfolio,False
/Users/steven/Documents/CsV/pictures_simple_consolidation_20251106_122843.csv,pictures_simple_consolidation_20251106_122843.csv,.csv,1191208,1.14,2025-11-06 12:28:55,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/DigiTaL_DiVe_15236221d8b2808aa697d88175ddfe35.csv,DigiTaL_DiVe_15236221d8b2808aa697d88175ddfe35.csv,.csv,1152678,1.1,2025-01-02 01:44:26,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Mythic-legendary-places.csv,Mythic-legendary-places.csv,.csv,1152263,1.1,2025-09-06 11:24:35,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/Untitled_15236221d8b2808aa697d88175ddfe35_all.csv,Untitled_15236221d8b2808aa697d88175ddfe35_all.csv,.csv,1151968,1.1,2025-01-01 10:52:22,/Users/steven/Documents/CsV,False
/Users/steven/Documents/CsV/mydesigns-export-4500-mock.CSV,mydesigns-export-4500-mock.CSV,.csv,1127669,1.08,2025-02-07 18:26:30,/Users/steven/Documents/CsV,False
/Users/steven/Documents/HTML/Portfolio/redo-last-ce4d88a5.html,redo-last-ce4d88a5.html,.html,1098919,1.05,2025-10-08 06:11:23,/Users/steven/Documents/HTML/Portfolio,False
/Users/steven/Documents/json/Claude-Courses/2025-3-28 23-16-21-Automation_Sora_epic.json.json,2025-3-28 23-16-21-Automation_Sora_epic.json.json,.json,1085556,1.04,2025-10-09 04:24:02,/Users/steven/Documents/json/Claude-Courses,False
/Users/steven/Documents/CsV/EtsyListingsSep2025  EtsyListingsMerge.csv,EtsyListingsSep2025  EtsyListingsMerge.csv,.csv,1073261,1.02,2025-09-05 09:03:19,/Users/steven/Documents/CsV,False
"/Users/steven/Documents/In a whimsical world of cotton and wool, iTchy iSLe is a place where imagination weaves into reality. Here are some story prompts that could arise in this uniquely crafted world.pdf","In a whimsical world of cotton and wool, iTchy iSLe is a place where imagination weaves into reality. Here are some story prompts that could arise in this uniquely crafted world.pdf",.pdf,1061322,1.01,2025-04-08 00:50:47,/Users/steven/Documents,False
/Users/steven/Documents/json/automation-workflows/Intro_AI_Course_Plan.json,Intro_AI_Course_Plan.json,.json,1053441,1.0,2025-04-29 20:05:56,/Users/steven/Documents/json/automation-workflows,False
